result_id,athlete_id,competition_name,competition_level,event,date,position,time_seconds,season_best,personal_best,qualification_status
CR001939,A0257,National Championships,National,100m,2021-06-26,4,15.05,False,False,Participation
CR001940,A0257,Kalahari Sprint Classic,Regional,100m,2022-03-03,3,15.19,True,False,Finalist
CR001941,A0257,Paralympic Trials,National,100m,2022-05-08,5,15.13,True,False,Finalist
CR001942,A0257,Regional Open,Regional,100m,2023-03-25,1,15.21,False,False,Participation
CR001943,A0257,National Championships,National,100m,2023-09-02,4,14.26,False,False,Participation
CR001944,A0257,Botswana Nationals,National,100m,2023-10-31,2,14.85,False,False,Participation
CR001945,A0257,Masa Cup,Local,100m,2024-07-19,3,14.97,False,False,Participation
CR001946,A0258,Regional Open,Regional,100m,2020-04-11,5,18.02,True,False,Finalist
CR001947,A0258,Regional Open,Regional,1500m,2021-05-21,4,17.31,True,False,Qualified
CR001948,A0258,Regional Open,Regional,100m,2023-01-26,2,17.4,False,False,Participation
CR001949,A0258,Kalahari Sprint Classic,Regional,100m,2023-01-31,6,17.7,True,False,Finalist
CR001950,A0258,Independence Meet,Local,100m,2023-02-21,8,16.83,False,False,Participation
CR001951,A0258,Masa Cup,Local,100m,2023-07-18,2,17.67,False,False,Finalist
CR001952,A0258,Kalahari Sprint Classic,Regional,100m,2024-01-10,4,17.16,True,False,Finalist
CR001953,A0258,Independence Meet,Local,100m,2024-09-30,4,17.12,False,False,Participation
CR001954,A0259,Masa Cup,Local,800m,2021-04-02,3,163.56,False,False,Participation
CR001955,A0259,Regional Open,Regional,800m,2021-05-26,8,172.52,False,False,Participation
CR001956,A0259,Kalahari Sprint Classic,Regional,800m,2021-07-25,3,164.01,False,False,Participation
CR001957,A0259,Independence Meet,Local,800m,2023-05-10,4,162.03,False,False,Participation
CR001958,A0260,Kalahari Sprint Classic,Regional,100m,2021-03-31,3,17.22,True,False,Qualified
CR001959,A0260,Independence Meet,Local,1500m,2022-03-27,5,16.45,False,False,Participation
CR001960,A0260,Kalahari Sprint Classic,Regional,100m,2023-08-04,4,16.43,False,False,Finalist
CR001961,A0260,Regional Open,Regional,100m,2023-12-21,4,16.44,False,False,Participation
CR001962,A0260,Masa Cup,Local,100m,2024-02-10,3,16.58,False,False,Participation
CR001963,A0260,Masa Cup,Local,100m,2024-06-13,4,16.66,False,False,Qualified
CR001964,A0261,Kalahari Sprint Classic,Regional,800m,2021-09-03,7,147.51,False,False,Participation
CR001965,A0261,Paralympic Trials,National,800m,2021-10-09,3,155.0,True,True,Finalist
CR001966,A0261,Botswana Nationals,National,800m,2022-03-25,4,153.24,False,False,Participation
CR001967,A0261,National Championships,National,800m,2022-06-02,3,154.46,False,False,Participation
CR001968,A0261,Regional Open,Regional,800m,2022-10-25,3,149.3,True,False,Participation
CR001969,A0261,Paralympic Trials,National,1500m,2023-01-10,2,150.59,False,False,Participation
CR001970,A0261,Continental Series,Continental,800m,2024-09-08,3,146.92,False,False,Participation
CR001971,A0261,Southern Africa Games,Continental,800m,2024-10-24,1,154.36,False,False,Qualified
CR001972,A0262,Kalahari Sprint Classic,Regional,400m,2022-04-30,2,77.68,False,False,Finalist
CR001973,A0262,Independence Meet,Local,400m,2022-10-13,3,77.77,False,False,Participation
CR001974,A0262,Masa Cup,Local,400m,2024-05-15,4,77.02,False,False,Finalist
CR001975,A0262,Kalahari Sprint Classic,Regional,400m,2024-07-12,3,75.25,False,False,Participation
CR001976,A0262,Independence Meet,Local,400m,2024-07-19,5,74.45,False,False,Qualified
CR001977,A0263,Continental Series,Continental,200m,2020-01-06,2,29.45,False,False,Qualified
CR001978,A0263,National Championships,National,200m,2020-02-20,5,29.07,False,False,Qualified
CR001979,A0263,Botswana Nationals,National,100m,2020-03-19,2,30.58,False,False,Participation
CR001980,A0263,Botswana Nationals,National,200m,2020-06-12,4,29.34,True,True,Qualified
CR001981,A0263,Southern Africa Games,Continental,200m,2021-08-12,1,29.11,False,False,Finalist
CR001982,A0263,Kalahari Sprint Classic,Regional,200m,2021-09-11,8,30.11,False,False,Qualified
CR001983,A0263,Botswana Nationals,National,200m,2021-10-25,3,28.93,False,False,Participation
CR001984,A0263,Kalahari Sprint Classic,Regional,200m,2022-04-06,8,29.1,False,False,Qualified
CR001985,A0263,Southern Africa Games,Continental,100m,2022-05-15,3,29.91,True,False,Participation
CR001986,A0263,National Championships,National,200m,2022-09-27,4,29.79,True,False,Qualified
CR001987,A0263,Paralympic Trials,National,200m,2024-07-19,8,29.82,False,False,Participation
CR001988,A0264,Regional Open,Regional,200m,2021-04-02,8,34.58,False,False,Participation
CR001989,A0264,Regional Open,Regional,1500m,2021-04-20,4,34.9,False,False,Qualified
CR001990,A0264,Independence Meet,Local,200m,2021-11-30,8,35.13,False,False,Qualified
CR001991,A0264,Masa Cup,Local,200m,2022-01-11,7,34.93,False,False,Participation
CR001992,A0264,Masa Cup,Local,200m,2022-04-24,6,36.64,False,False,Participation
CR001993,A0264,Independence Meet,Local,200m,2024-03-24,5,34.94,True,False,Participation
CR001994,A0265,Masa Cup,Local,100m,2020-07-03,2,75.2,False,False,Finalist
CR001995,A0265,Masa Cup,Local,400m,2021-06-18,7,76.03,False,True,Qualified
CR001996,A0265,Masa Cup,Local,400m,2022-01-15,2,78.89,False,False,Participation
CR001997,A0265,Regional Open,Regional,400m,2023-06-20,2,76.69,False,False,Finalist
CR001998,A0265,Kalahari Sprint Classic,Regional,400m,2023-09-11,6,78.33,False,False,Participation
CR001999,A0265,Independence Meet,Local,400m,2023-10-11,2,79.09,False,False,Qualified
CR002000,A0265,Independence Meet,Local,400m,2024-08-18,5,74.6,False,False,Qualified
CR002001,A0266,Masa Cup,Local,200m,2020-02-25,8,33.81,False,True,Finalist
CR002002,A0266,Regional Open,Regional,200m,2021-01-24,5,34.02,False,False,Qualified
CR002003,A0266,Masa Cup,Local,200m,2021-06-08,6,35.52,True,False,Participation
CR002004,A0266,Masa Cup,Local,200m,2022-03-17,2,35.95,False,False,Qualified
CR002005,A0266,Regional Open,Regional,200m,2023-12-09,2,34.59,False,False,Qualified
CR002006,A0266,Masa Cup,Local,200m,2024-07-15,4,33.62,False,True,Qualified
CR002007,A0267,National Championships,National,100m,2020-04-11,7,66.19,False,False,Participation
CR002008,A0267,Regional Open,Regional,400m,2021-04-04,3,64.08,False,False,Participation
CR002009,A0267,Botswana Nationals,National,400m,2023-01-20,2,63.92,False,False,Qualified
CR002010,A0267,Botswana Nationals,National,400m,2023-02-21,3,66.58,False,False,Participation
CR002011,A0267,Kalahari Sprint Classic,Regional,400m,2023-03-16,5,66.2,True,False,Finalist
CR002012,A0268,Regional Open,Regional,100m,2020-08-06,5,16.75,False,False,Participation
CR002013,A0268,Regional Open,Regional,100m,2022-02-17,4,17.47,True,False,Participation
CR002014,A0268,Regional Open,Regional,100m,2022-05-16,4,17.09,False,False,Qualified
CR002015,A0268,Masa Cup,Local,100m,2023-09-08,2,17.15,False,False,Finalist
CR002016,A0268,Masa Cup,Local,100m,2024-06-09,4,16.95,False,False,Participation
CR002017,A0268,Masa Cup,Local,100m,2024-07-16,2,17.14,True,False,Participation
CR002018,A0269,Kalahari Sprint Classic,Regional,400m,2020-07-26,6,64.39,False,False,Finalist
CR002019,A0269,Kalahari Sprint Classic,Regional,400m,2021-05-04,2,67.63,False,False,Participation
CR002020,A0269,Botswana Nationals,National,800m,2021-09-11,2,68.28,False,False,Qualified
CR002021,A0269,Kalahari Sprint Classic,Regional,400m,2022-02-21,3,68.35,False,False,Finalist
CR002022,A0269,Paralympic Trials,National,400m,2022-08-19,7,64.42,False,False,Participation
CR002023,A0269,Masa Cup,Local,400m,2023-04-18,4,65.91,False,False,Qualified
CR002024,A0269,National Championships,National,400m,2023-07-31,4,65.72,False,False,Participation
CR002025,A0270,Paralympic Trials,National,200m,2020-11-07,2,26.91,False,False,Participation
CR002026,A0270,Continental Series,Continental,200m,2021-06-10,5,28.25,False,False,Participation
CR002027,A0270,Regional Open,Regional,200m,2022-06-13,8,27.77,False,False,Qualified
CR002028,A0270,Continental Series,Continental,200m,2022-06-22,8,28.48,False,False,Participation
CR002029,A0270,Regional Open,Regional,200m,2023-07-13,7,26.91,False,False,Finalist
CR002030,A0270,Botswana Nationals,National,200m,2023-11-19,3,27.0,False,True,Participation
CR002031,A0270,Paralympic Trials,National,200m,2024-09-07,3,27.14,False,False,Finalist
CR002032,A0271,Botswana Nationals,National,400m,2020-06-09,1,63.16,False,False,Participation
CR002033,A0271,Botswana Nationals,National,400m,2020-09-27,6,60.12,False,False,Qualified
CR002034,A0271,Regional Open,Regional,400m,2022-07-01,2,63.12,False,False,Qualified
CR002035,A0271,Continental Series,Continental,400m,2023-02-13,5,61.74,False,False,Participation
CR002036,A0271,Paralympic Trials,National,400m,2023-05-19,8,60.93,False,False,Qualified
CR002037,A0271,National Championships,National,400m,2023-08-05,1,63.49,False,False,Finalist
CR002038,A0271,Regional Open,Regional,400m,2023-08-30,3,63.18,False,False,Participation
CR002039,A0271,Continental Series,Continental,400m,2023-10-09,1,62.08,False,False,Participation
CR002040,A0272,Kalahari Sprint Classic,Regional,400m,2020-03-08,3,57.66,False,True,Participation
CR002041,A0272,Southern Africa Games,Continental,1500m,2020-06-30,5,59.38,True,False,Participation
CR002042,A0272,Southern Africa Games,Continental,1500m,2020-08-25,7,57.71,False,False,Qualified
CR002043,A0272,Regional Open,Regional,1500m,2020-11-28,2,60.45,False,False,Participation
CR002044,A0272,Regional Open,Regional,400m,2023-01-15,5,60.4,True,False,Participation
CR002045,A0272,Paralympic Trials,National,400m,2023-01-29,1,59.87,False,True,Participation
CR002046,A0272,Botswana Nationals,National,400m,2023-09-14,6,57.95,False,False,Qualified
CR002047,A0272,Botswana Nationals,National,400m,2024-01-30,3,59.82,False,False,Participation
CR002048,A0272,Paralympic Trials,National,400m,2024-02-02,2,59.33,False,False,Participation
CR002049,A0272,Kalahari Sprint Classic,Regional,400m,2024-04-11,6,57.39,False,False,Participation
CR002050,A0273,Botswana Nationals,National,200m,2020-09-20,8,31.41,False,False,Finalist
CR002051,A0273,Regional Open,Regional,200m,2020-12-06,4,32.07,True,False,Finalist
CR002052,A0273,Regional Open,Regional,200m,2020-12-08,1,31.86,True,False,Participation
CR002053,A0273,Paralympic Trials,National,800m,2022-06-29,6,31.84,False,False,Finalist
CR002054,A0273,National Championships,National,200m,2023-12-27,3,31.39,True,False,Participation
CR002055,A0273,Paralympic Trials,National,200m,2024-10-09,6,32.27,False,False,Participation
CR002056,A0274,National Championships,National,200m,2022-01-13,2,31.54,True,False,Finalist
CR002057,A0274,Regional Open,Regional,200m,2022-01-20,7,31.33,False,False,Finalist
CR002058,A0274,National Championships,National,200m,2022-01-21,5,30.64,False,False,Qualified
CR002059,A0274,Independence Meet,Local,200m,2022-02-06,2,31.2,False,False,Participation
CR002060,A0274,Independence Meet,Local,200m,2023-08-25,1,31.65,True,False,Finalist
CR002061,A0274,National Championships,National,200m,2024-03-18,5,29.78,False,False,Finalist
CR002062,A0274,Paralympic Trials,National,200m,2024-05-10,7,29.95,False,True,Participation
CR002063,A0274,Kalahari Sprint Classic,Regional,200m,2024-07-23,1,30.69,True,False,Qualified
CR002064,A0274,Masa Cup,Local,200m,2024-09-26,8,31.0,False,False,Finalist
CR002065,A0275,Independence Meet,Local,100m,2021-02-01,5,17.28,False,False,Qualified
CR002066,A0275,Kalahari Sprint Classic,Regional,100m,2022-02-23,7,16.64,False,False,Participation
CR002067,A0275,Independence Meet,Local,100m,2022-05-26,6,16.88,False,False,Qualified
CR002068,A0275,Regional Open,Regional,400m,2022-07-21,4,17.47,False,False,Participation
CR002069,A0275,Masa Cup,Local,100m,2023-01-02,4,17.24,False,False,Participation
CR002070,A0275,Independence Meet,Local,100m,2023-03-01,4,16.78,False,False,Qualified
CR002071,A0275,Regional Open,Regional,100m,2023-12-24,8,16.69,False,False,Participation
CR002072,A0275,Kalahari Sprint Classic,Regional,100m,2024-12-04,8,17.23,False,False,Qualified
CR002073,A0276,Regional Open,Regional,800m,2020-10-18,3,153.18,False,False,Qualified
CR002074,A0276,Paralympic Trials,National,800m,2021-02-04,3,154.05,False,False,Finalist
CR002075,A0276,Independence Meet,Local,800m,2021-05-20,8,157.14,True,False,Qualified
CR002076,A0276,Kalahari Sprint Classic,Regional,100m,2021-06-27,3,155.59,True,False,Qualified
CR002077,A0276,Independence Meet,Local,800m,2023-04-23,6,160.85,True,False,Finalist
CR002078,A0277,Kalahari Sprint Classic,Regional,100m,2020-08-23,2,16.16,False,False,Participation
CR002079,A0277,Kalahari Sprint Classic,Regional,100m,2022-01-02,4,16.44,False,False,Qualified
CR002080,A0277,Masa Cup,Local,1500m,2022-02-12,6,16.25,True,False,Finalist
CR002081,A0277,Regional Open,Regional,1500m,2022-06-07,5,16.76,False,False,Participation
CR002082,A0277,Kalahari Sprint Classic,Regional,100m,2024-02-06,5,16.97,False,False,Finalist
CR002083,A0278,Regional Open,Regional,100m,2020-04-15,4,16.06,False,False,Finalist
CR002084,A0278,National Championships,National,100m,2020-05-04,5,16.12,False,False,Qualified
CR002085,A0278,Botswana Nationals,National,100m,2021-03-05,1,15.94,False,False,Participation
CR002086,A0278,National Championships,National,100m,2022-03-22,7,16.33,False,False,Finalist
CR002087,A0278,Masa Cup,Local,1500m,2022-12-23,3,16.35,False,False,Qualified
CR002088,A0278,Regional Open,Regional,100m,2023-01-21,7,16.33,True,True,Finalist
CR002089,A0278,Botswana Nationals,National,100m,2023-09-07,3,16.51,False,False,Participation
CR002090,A0278,Kalahari Sprint Classic,Regional,100m,2023-10-16,4,16.46,False,False,Participation
CR002091,A0279,Masa Cup,Local,100m,2020-06-02,7,15.73,False,False,Participation
CR002092,A0279,Paralympic Trials,National,100m,2022-05-21,3,16.11,False,False,Participation
CR002093,A0279,Independence Meet,Local,100m,2022-11-07,2,16.32,False,False,Qualified
CR002094,A0279,Regional Open,Regional,400m,2022-11-26,1,16.12,True,False,Participation
CR002095,A0279,Kalahari Sprint Classic,Regional,400m,2023-02-05,1,16.06,False,False,Participation
CR002096,A0279,Kalahari Sprint Classic,Regional,100m,2023-09-20,5,16.18,False,False,Participation
CR002097,A0280,Regional Open,Regional,200m,2021-09-21,7,32.46,False,False,Finalist
CR002098,A0280,Kalahari Sprint Classic,Regional,100m,2021-09-22,6,32.38,False,False,Participation
CR002099,A0280,Regional Open,Regional,200m,2021-10-14,8,31.64,False,False,Finalist
CR002100,A0280,Kalahari Sprint Classic,Regional,100m,2022-09-23,2,31.45,False,False,Participation
CR002101,A0280,Kalahari Sprint Classic,Regional,200m,2022-11-16,7,32.47,False,False,Participation
CR002102,A0280,Independence Meet,Local,200m,2023-10-09,6,33.33,False,False,Participation
CR002103,A0280,Masa Cup,Local,100m,2023-12-30,6,33.43,False,False,Finalist
CR002104,A0281,National Championships,National,200m,2020-02-10,7,32.9,False,False,Participation
CR002105,A0281,Paralympic Trials,National,200m,2020-08-22,5,33.5,False,False,Finalist
CR002106,A0281,Botswana Nationals,National,200m,2020-10-10,1,32.69,False,False,Qualified
CR002107,A0281,Botswana Nationals,National,200m,2021-06-29,4,32.83,False,False,Participation
CR002108,A0281,Kalahari Sprint Classic,Regional,200m,2022-10-28,2,31.74,False,False,Participation
CR002109,A0281,National Championships,National,200m,2023-02-16,6,32.63,False,False,Participation
CR002110,A0281,Regional Open,Regional,200m,2023-07-12,1,33.85,True,False,Participation
CR002111,A0281,Independence Meet,Local,200m,2024-11-06,4,33.01,False,False,Participation
CR002112,A0282,Paralympic Trials,National,100m,2020-02-10,3,15.71,False,False,Qualified
CR002113,A0282,Botswana Nationals,National,100m,2020-03-10,6,16.42,False,False,Participation
CR002114,A0282,Masa Cup,Local,100m,2021-11-09,4,15.87,True,False,Participation
CR002115,A0282,Regional Open,Regional,100m,2021-11-12,3,16.23,False,False,Participation
CR002116,A0282,Paralympic Trials,National,100m,2023-03-18,4,15.95,True,False,Participation
CR002117,A0282,Botswana Nationals,National,100m,2023-07-17,5,15.98,False,False,Participation
CR002118,A0282,Masa Cup,Local,100m,2024-01-15,4,16.05,False,False,Qualified
CR002119,A0282,National Championships,National,100m,2024-08-30,5,16.16,True,False,Participation
CR002120,A0283,Kalahari Sprint Classic,Regional,200m,2020-05-06,5,34.1,False,False,Qualified
CR002121,A0283,Kalahari Sprint Classic,Regional,200m,2021-01-27,7,33.02,False,False,Participation
CR002122,A0283,Kalahari Sprint Classic,Regional,1500m,2021-07-07,5,33.37,False,False,Qualified
CR002123,A0283,Regional Open,Regional,200m,2024-03-25,8,32.18,True,False,Participation
CR002124,A0283,Regional Open,Regional,200m,2024-05-18,4,33.04,False,False,Finalist
CR002125,A0283,Independence Meet,Local,1500m,2024-08-01,2,34.01,False,False,Qualified
CR002126,A0284,Regional Open,Regional,100m,2020-10-30,6,15.13,False,False,Qualified
CR002127,A0284,Masa Cup,Local,800m,2021-03-30,4,14.62,False,False,Finalist
CR002128,A0284,Kalahari Sprint Classic,Regional,800m,2022-05-01,5,15.11,False,False,Participation
CR002129,A0284,Paralympic Trials,National,100m,2023-01-08,3,15.14,True,True,Participation
CR002130,A0284,National Championships,National,800m,2023-02-05,2,15.31,True,False,Qualified
CR002131,A0284,Regional Open,Regional,100m,2023-02-13,3,15.54,False,False,Participation
CR002132,A0284,Paralympic Trials,National,100m,2024-08-23,7,15.14,False,False,Participation
