medal_id,athlete_id,competition_name,event,medal_type,competition_level,year
M001282,A0342,Paralympic Trials,800m,Bronze,National,2020
M001283,A0342,National Championships,1500m,Silver,National,2021
M001284,A0342,Paralympic Trials,1500m,Silver,National,2023
M001285,A0342,Southern Africa Games,1500m,Silver,Continental,2024
M001286,A0343,Independence Meet,400m,Bronze,Local,2020
M001287,A0343,Masa Cup,400m,Silver,Local,2023
M001288,A0343,Kalahari Sprint Classic,400m,Bronze,Regional,2024
M001289,A0344,National Championships,800m,Gold,National,2020
M001290,A0344,Botswana Nationals,800m,Gold,National,2021
M001291,A0344,Southern Africa Games,800m,Gold,Continental,2022
M001292,A0344,Regional Open,800m,Gold,Regional,2024
M001293,A0345,Paralympic Trials,200m,Silver,National,2020
M001294,A0345,Southern Africa Games,1500m,Silver,Continental,2021
M001295,A0345,Botswana Nationals,200m,Gold,National,2022
M001296,A0345,Southern Africa Games,1500m,Silver,Continental,2022
M001297,A0345,Kalahari Sprint Classic,1500m,Bronze,Regional,2024
M001298,A0345,Continental Series,200m,Silver,Continental,2024
M001299,A0346,Masa Cup,1500m,Bronze,Local,2020
M001300,A0346,Botswana Nationals,100m,Silver,National,2022
M001301,A0346,Paralympic Trials,1500m,Bronze,National,2022
M001302,A0346,National Championships,100m,Silver,National,2023
M001303,A0347,Masa Cup,1500m,Bronze,Local,2020
M001304,A0347,Kalahari Sprint Classic,1500m,Silver,Regional,2020
M001305,A0347,Kalahari Sprint Classic,1500m,Bronze,Regional,2021
M001306,A0347,Kalahari Sprint Classic,1500m,Bronze,Regional,2024
M001307,A0348,Masa Cup,200m,Silver,Local,2020
M001308,A0348,Masa Cup,100m,Gold,Local,2020
M001309,A0348,Regional Open,100m,Silver,Regional,2024
M001310,A0349,Paralympic Trials,800m,Gold,National,2020
M001311,A0349,Regional Open,800m,Gold,Regional,2020
M001312,A0349,National Championships,800m,Bronze,National,2021
M001313,A0349,Botswana Nationals,800m,Silver,National,2022
M001314,A0349,Continental Series,800m,Bronze,Continental,2023
M001315,A0349,National Championships,800m,Bronze,National,2024
M001316,A0350,Paralympic Trials,400m,Gold,National,2022
M001317,A0351,Paralympic Trials,200m,Gold,National,2020
M001318,A0351,Independence Meet,400m,Silver,Local,2022
M001319,A0351,Botswana Nationals,400m,Bronze,National,2024
M001320,A0351,Kalahari Sprint Classic,400m,Gold,Regional,2024
M001321,A0351,Paralympic Trials,200m,Bronze,National,2024
M001322,A0352,Southern Africa Games,100m,Bronze,Continental,2021
M001323,A0352,Regional Open,100m,Silver,Regional,2021
M001324,A0352,Regional Open,100m,Silver,Regional,2023
M001325,A0353,Masa Cup,100m,Bronze,Local,2020
M001326,A0353,Regional Open,400m,Gold,Regional,2022
M001327,A0353,Paralympic Trials,400m,Silver,National,2023
M001328,A0354,Kalahari Sprint Classic,400m,Silver,Regional,2022
M001329,A0354,Kalahari Sprint Classic,400m,Gold,Regional,2024
M001330,A0355,Independence Meet,200m,Bronze,Local,2021
M001331,A0355,Independence Meet,200m,Bronze,Local,2023
M001332,A0355,Masa Cup,200m,Silver,Local,2023
M001333,A0355,Regional Open,200m,Silver,Regional,2024
M001334,A0356,Botswana Nationals,100m,Gold,National,2021
M001335,A0356,Paralympic Trials,100m,Gold,National,2021
M001336,A0356,National Championships,100m,Silver,National,2021
M001337,A0356,National Championships,100m,Silver,National,2022
M001338,A0357,National Championships,800m,Silver,National,2020
M001339,A0357,National Championships,800m,Bronze,National,2023
M001340,A0357,Paralympic Trials,800m,Gold,National,2024
M001341,A0357,Paralympic Trials,800m,Silver,National,2024
M001342,A0358,National Championships,400m,Gold,National,2020
M001343,A0358,Botswana Nationals,400m,Bronze,National,2021
M001344,A0358,Continental Series,400m,Silver,Continental,2022
M001345,A0358,Continental Series,400m,Gold,Continental,2023
M001346,A0358,Paralympic Trials,400m,Bronze,National,2024
M001347,A0358,National Championships,400m,Silver,National,2024
M001348,A0358,Southern Africa Games,400m,Bronze,Continental,2024
M001349,A0359,Independence Meet,1500m,Gold,Local,2020
M001350,A0359,Botswana Nationals,200m,Gold,National,2020
M001351,A0359,Paralympic Trials,200m,Bronze,National,2020
M001352,A0359,Kalahari Sprint Classic,200m,Bronze,Regional,2020
M001353,A0359,Masa Cup,1500m,Bronze,Local,2022
M001354,A0360,Masa Cup,400m,Gold,Local,2020
M001355,A0360,Masa Cup,400m,Silver,Local,2020
M001356,A0360,Independence Meet,800m,Gold,Local,2023
M001357,A0361,Kalahari Sprint Classic,400m,Bronze,Regional,2020
M001358,A0361,Regional Open,400m,Silver,Regional,2020
M001359,A0361,Regional Open,400m,Gold,Regional,2023
M001360,A0362,Paralympic Trials,100m,Bronze,National,2021
M001361,A0362,Kalahari Sprint Classic,100m,Silver,Regional,2024
M001362,A0363,Southern Africa Games,100m,Gold,Continental,2020
M001363,A0363,Continental Series,1500m,Bronze,Continental,2020
M001364,A0363,Continental Series,100m,Silver,Continental,2021
M001365,A0363,National Championships,100m,Silver,National,2021
M001366,A0363,Paralympic Trials,100m,Gold,National,2022
M001367,A0363,Regional Open,100m,Silver,Regional,2022
M001368,A0363,Regional Open,100m,Gold,Regional,2023
M001369,A0363,Kalahari Sprint Classic,1500m,Gold,Regional,2024
M001370,A0364,National Championships,100m,Bronze,National,2020
M001371,A0364,Independence Meet,100m,Silver,Local,2021
M001372,A0364,Independence Meet,800m,Gold,Local,2022
M001373,A0365,Independence Meet,200m,Silver,Local,2020
M001374,A0365,Masa Cup,100m,Silver,Local,2022
M001375,A0366,Botswana Nationals,100m,Gold,National,2021
M001376,A0366,National Championships,100m,Silver,National,2021
M001377,A0366,Kalahari Sprint Classic,200m,Gold,Regional,2021
M001378,A0366,Continental Series,100m,Gold,Continental,2022
M001379,A0366,Kalahari Sprint Classic,100m,Gold,Regional,2022
M001380,A0366,Kalahari Sprint Classic,100m,Gold,Regional,2023
M001381,A0368,Kalahari Sprint Classic,1500m,Bronze,Regional,2021
M001382,A0368,Kalahari Sprint Classic,200m,Silver,Regional,2023
M001383,A0368,Regional Open,1500m,Silver,Regional,2024
M001384,A0369,Kalahari Sprint Classic,100m,Bronze,Regional,2020
M001385,A0369,Masa Cup,100m,Silver,Local,2020
M001386,A0369,Kalahari Sprint Classic,400m,Bronze,Regional,2023
M001387,A0370,Kalahari Sprint Classic,400m,Silver,Regional,2020
M001388,A0370,Masa Cup,400m,Silver,Local,2021
M001389,A0370,Independence Meet,400m,Silver,Local,2022
M001390,A0371,National Championships,200m,Bronze,National,2020
M001391,A0371,Paralympic Trials,200m,Bronze,National,2020
M001392,A0371,World Para Athletics GP,200m,Gold,World,2021
M001393,A0371,Southern Africa Games,200m,Gold,Continental,2022
M001394,A0371,Botswana Nationals,200m,Gold,National,2022
M001395,A0371,Southern Africa Games,1500m,Gold,Continental,2022
M001396,A0371,World Para Athletics GP,1500m,Silver,World,2024
M001397,A0372,Kalahari Sprint Classic,200m,Bronze,Regional,2020
M001398,A0372,Continental Series,200m,Gold,Continental,2021
M001399,A0372,National Championships,100m,Gold,National,2022
M001400,A0372,National Championships,100m,Gold,National,2023
M001401,A0372,Botswana Nationals,200m,Silver,National,2023
M001402,A0372,Regional Open,200m,Gold,Regional,2024
M001403,A0373,Botswana Nationals,100m,Gold,National,2023
M001404,A0374,Independence Meet,800m,Silver,Local,2024
M001405,A0375,Paralympic Trials,1500m,Bronze,National,2021
M001406,A0375,Botswana Nationals,100m,Silver,National,2022
M001407,A0375,Continental Series,100m,Silver,Continental,2022
M001408,A0375,National Championships,100m,Silver,National,2023
M001409,A0375,World Para Athletics GP,100m,Bronze,World,2023
M001410,A0376,Independence Meet,200m,Bronze,Local,2020
M001411,A0376,Independence Meet,200m,Bronze,Local,2021
M001412,A0376,Independence Meet,1500m,Silver,Local,2022
M001413,A0376,Kalahari Sprint Classic,1500m,Silver,Regional,2024
M001414,A0377,Independence Meet,100m,Bronze,Local,2020
M001415,A0377,Regional Open,100m,Bronze,Regional,2022
M001416,A0378,Masa Cup,100m,Bronze,Local,2020
M001417,A0378,Independence Meet,100m,Silver,Local,2023
M001418,A0378,Masa Cup,100m,Bronze,Local,2023
M001419,A0378,Regional Open,100m,Bronze,Regional,2023
M001420,A0379,Masa Cup,100m,Bronze,Local,2022
M001421,A0380,Regional Open,400m,Silver,Regional,2020
M001422,A0380,Regional Open,400m,Bronze,Regional,2023
M001423,A0380,Southern Africa Games,400m,Gold,Continental,2023
M001424,A0380,Continental Series,400m,Bronze,Continental,2024
M001425,A0381,Paralympic Trials,800m,Gold,National,2020
M001426,A0381,National Championships,800m,Silver,National,2021
M001427,A0381,Botswana Nationals,800m,Gold,National,2021
M001428,A0381,Continental Series,800m,Silver,Continental,2022
M001429,A0381,Paralympic Trials,800m,Bronze,National,2023
M001430,A0381,World Para Athletics GP,800m,Silver,World,2024
M001431,A0381,Southern Africa Games,800m,Bronze,Continental,2024
M001432,A0381,National Championships,800m,Bronze,National,2024
M001433,A0382,National Championships,200m,Silver,National,2020
M001434,A0382,Southern Africa Games,200m,Gold,Continental,2021
M001435,A0382,Southern Africa Games,200m,Bronze,Continental,2022
M001436,A0382,Regional Open,800m,Silver,Regional,2022
M001437,A0382,Regional Open,800m,Bronze,Regional,2023
M001438,A0382,Southern Africa Games,200m,Gold,Continental,2023
M001439,A0383,Regional Open,1500m,Bronze,Regional,2021
M001440,A0383,National Championships,1500m,Silver,National,2023
M001441,A0383,Regional Open,1500m,Gold,Regional,2024
M001442,A0384,Continental Series,400m,Silver,Continental,2020
M001443,A0384,Kalahari Sprint Classic,400m,Silver,Regional,2021
M001444,A0384,National Championships,100m,Bronze,National,2021
M001445,A0384,National Championships,400m,Gold,National,2021
M001446,A0384,Paralympic Trials,400m,Silver,National,2024
M001447,A0385,National Championships,400m,Silver,National,2020
M001448,A0385,Kalahari Sprint Classic,400m,Gold,Regional,2021
M001449,A0385,Kalahari Sprint Classic,400m,Silver,Regional,2021
M001450,A0385,Paralympic Trials,200m,Bronze,National,2022
M001451,A0385,Masa Cup,400m,Bronze,Local,2023
M001452,A0385,Independence Meet,400m,Bronze,Local,2023
M001453,A0386,Botswana Nationals,800m,Bronze,National,2020
M001454,A0386,Paralympic Trials,200m,Silver,National,2021
M001455,A0386,Regional Open,800m,Bronze,Regional,2022
M001456,A0386,National Championships,800m,Silver,National,2023
M001457,A0386,Masa Cup,800m,Bronze,Local,2023
M001458,A0387,Kalahari Sprint Classic,400m,Silver,Regional,2020
M001459,A0387,Continental Series,100m,Bronze,Continental,2020
M001460,A0387,Southern Africa Games,100m,Silver,Continental,2021
M001461,A0387,Paralympic Trials,100m,Bronze,National,2022
M001462,A0387,Botswana Nationals,100m,Gold,National,2024
M001463,A0388,Kalahari Sprint Classic,400m,Silver,Regional,2024
M001464,A0389,National Championships,400m,Gold,National,2020
M001465,A0389,National Championships,400m,Silver,National,2021
M001466,A0389,National Championships,400m,Silver,National,2024
M001467,A0390,Kalahari Sprint Classic,400m,Bronze,Regional,2020
M001468,A0390,Southern Africa Games,400m,Gold,Continental,2021
M001469,A0390,Southern Africa Games,400m,Gold,Continental,2022
M001470,A0390,National Championships,1500m,Gold,National,2024
M001471,A0390,Botswana Nationals,400m,Gold,National,2024
M001472,A0391,Independence Meet,400m,Bronze,Local,2024
M001473,A0392,Kalahari Sprint Classic,200m,Bronze,Regional,2020
M001474,A0392,Regional Open,1500m,Bronze,Regional,2020
M001475,A0392,National Championships,1500m,Bronze,National,2020
M001476,A0392,Southern Africa Games,200m,Gold,Continental,2024
M001477,A0393,Independence Meet,800m,Gold,Local,2021
M001478,A0393,Independence Meet,100m,Silver,Local,2022
M001479,A0393,Botswana Nationals,100m,Silver,National,2024
M001480,A0393,Masa Cup,800m,Silver,Local,2024
M001481,A0394,Paralympic Trials,400m,Bronze,National,2020
M001482,A0394,Kalahari Sprint Classic,400m,Bronze,Regional,2023
M001483,A0394,National Championships,400m,Silver,National,2024
M001484,A0394,Kalahari Sprint Classic,400m,Silver,Regional,2024
M001485,A0395,Paralympic Trials,100m,Gold,National,2021
M001486,A0395,Southern Africa Games,200m,Bronze,Continental,2021
M001487,A0395,Continental Series,100m,Bronze,Continental,2023
M001488,A0395,Regional Open,100m,Silver,Regional,2023
M001489,A0395,Regional Open,100m,Bronze,Regional,2023
M001490,A0395,Regional Open,100m,Gold,Regional,2024
M001491,A0397,Southern Africa Games,100m,Silver,Continental,2020
M001492,A0397,Southern Africa Games,800m,Gold,Continental,2021
M001493,A0397,World Para Athletics GP,100m,Bronze,World,2021
M001494,A0397,Paralympic Trials,100m,Bronze,National,2024
M001495,A0398,Masa Cup,400m,Silver,Local,2021
M001496,A0398,Independence Meet,400m,Bronze,Local,2021
M001497,A0398,Masa Cup,400m,Silver,Local,2022
M001498,A0398,Masa Cup,400m,Bronze,Local,2023
M001499,A0398,Kalahari Sprint Classic,400m,Silver,Regional,2024
M001500,A0399,National Championships,100m,Silver,National,2020
M001501,A0399,National Championships,100m,Silver,National,2020
M001502,A0399,Southern Africa Games,200m,Silver,Continental,2023
M001503,A0399,National Championships,200m,Bronze,National,2023
M001504,A0399,Southern Africa Games,200m,Gold,Continental,2024
M001505,A0400,Independence Meet,400m,Bronze,Local,2020
M001506,A0400,Botswana Nationals,100m,Silver,National,2020
M001507,A0400,Independence Meet,100m,Gold,Local,2020
M001508,A0400,Masa Cup,100m,Bronze,Local,2022
M001509,A0400,Masa Cup,100m,Bronze,Local,2023
M001510,A0401,Independence Meet,100m,Bronze,Local,2020
M001511,A0401,Regional Open,100m,Bronze,Regional,2021
M001512,A0401,Independence Meet,100m,Silver,Local,2024
M001513,A0401,Kalahari Sprint Classic,100m,Bronze,Regional,2024
M001514,A0402,Paralympic Trials,100m,Gold,National,2021
M001515,A0402,National Championships,100m,Gold,National,2021
M001516,A0402,Botswana Nationals,100m,Gold,National,2022
M001517,A0403,Masa Cup,800m,Bronze,Local,2022
M001518,A0403,Masa Cup,800m,Bronze,Local,2022
M001519,A0404,Independence Meet,1500m,Bronze,Local,2020
M001520,A0404,Paralympic Trials,800m,Silver,National,2020
M001521,A0404,Kalahari Sprint Classic,1500m,Gold,Regional,2020
M001522,A0404,Kalahari Sprint Classic,1500m,Silver,Regional,2023
M001523,A0405,Continental Series,800m,Gold,Continental,2020
M001524,A0405,Botswana Nationals,200m,Bronze,National,2021
M001525,A0405,Paralympic Trials,800m,Gold,National,2021
M001526,A0405,Paralympic Trials,200m,Gold,National,2024
M001527,A0406,Independence Meet,800m,Bronze,Local,2020
M001528,A0406,Paralympic Trials,400m,Bronze,National,2020
M001529,A0406,Paralympic Trials,800m,Bronze,National,2023
M001530,A0406,Botswana Nationals,400m,Silver,National,2024
M001531,A0407,Continental Series,100m,Gold,Continental,2020
M001532,A0407,Continental Series,200m,Silver,Continental,2022
M001533,A0407,Southern Africa Games,100m,Gold,Continental,2023
M001534,A0407,Regional Open,100m,Silver,Regional,2023
M001535,A0408,Kalahari Sprint Classic,200m,Silver,Regional,2020
M001536,A0408,Masa Cup,800m,Bronze,Local,2023
M001537,A0409,Paralympic Trials,800m,Gold,National,2022
M001538,A0409,Kalahari Sprint Classic,800m,Bronze,Regional,2023
M001539,A0409,Independence Meet,800m,Silver,Local,2023
M001540,A0409,Botswana Nationals,800m,Gold,National,2023
M001541,A0409,Paralympic Trials,800m,Gold,National,2024
M001542,A0409,Kalahari Sprint Classic,800m,Bronze,Regional,2024
M001543,A0410,Continental Series,100m,Bronze,Continental,2020
M001544,A0410,Kalahari Sprint Classic,100m,Bronze,Regional,2020
M001545,A0410,Botswana Nationals,100m,Bronze,National,2022
M001546,A0410,Botswana Nationals,100m,Silver,National,2023
M001547,A0410,Botswana Nationals,100m,Silver,National,2023
M001548,A0411,Continental Series,800m,Silver,Continental,2020
M001549,A0411,Botswana Nationals,800m,Gold,National,2020
M001550,A0411,Paralympic Trials,800m,Silver,National,2021
M001551,A0411,Botswana Nationals,800m,Bronze,National,2022
M001552,A0411,Regional Open,800m,Silver,Regional,2023
M001553,A0411,Continental Series,800m,Bronze,Continental,2024
M001554,A0412,Continental Series,1500m,Bronze,Continental,2020
M001555,A0412,Kalahari Sprint Classic,400m,Silver,Regional,2020
M001556,A0412,Botswana Nationals,400m,Gold,National,2021
M001557,A0412,Kalahari Sprint Classic,400m,Gold,Regional,2022
M001558,A0412,Kalahari Sprint Classic,400m,Gold,Regional,2024
M001559,A0413,Paralympic Trials,400m,Bronze,National,2020
M001560,A0413,Continental Series,400m,Gold,Continental,2022
M001561,A0413,Continental Series,400m,Gold,Continental,2023
M001562,A0413,Kalahari Sprint Classic,800m,Bronze,Regional,2024
M001563,A0414,Independence Meet,1500m,Silver,Local,2022
M001564,A0414,Regional Open,1500m,Silver,Regional,2023
M001565,A0415,Botswana Nationals,200m,Bronze,National,2020
M001566,A0415,Paralympic Trials,200m,Silver,National,2021
M001567,A0415,National Championships,400m,Bronze,National,2022
M001568,A0415,Regional Open,200m,Gold,Regional,2022
M001569,A0415,Regional Open,200m,Gold,Regional,2024
M001570,A0416,Kalahari Sprint Classic,800m,Silver,Regional,2023
M001571,A0417,Botswana Nationals,100m,Silver,National,2020
M001572,A0417,Kalahari Sprint Classic,400m,Silver,Regional,2021
M001573,A0417,Botswana Nationals,400m,Gold,National,2024
M001574,A0417,National Championships,400m,Bronze,National,2024
M001575,A0418,Kalahari Sprint Classic,200m,Gold,Regional,2021
M001576,A0418,Botswana Nationals,100m,Bronze,National,2022
M001577,A0418,Southern Africa Games,100m,Bronze,Continental,2022
M001578,A0418,National Championships,100m,Silver,National,2024
M001579,A0418,Southern Africa Games,200m,Bronze,Continental,2024
M001580,A0419,Independence Meet,200m,Silver,Local,2022
M001581,A0419,Paralympic Trials,200m,Silver,National,2023
M001582,A0419,Paralympic Trials,200m,Silver,National,2024
M001583,A0420,Continental Series,800m,Bronze,Continental,2021
M001584,A0420,Kalahari Sprint Classic,800m,Silver,Regional,2022
